CodigoNave,Viaje,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada
MONCA,34,PE,CLLO,PA,BLBA,2023-01-19,2023-01-24
MONCA,35,CA,MTRL,PE,CLLO,2023-01-21,2023-02-08
MONCA,35,PE,CLLO,PA,BLBA,2023-02-09,2023-02-14
MONTO,19,CN,NNGO,PE,CLLO,2023-06-27,2023-07-25
MONTO,426,CN,NNGO,PE,CLLO,2023-06-27,2023-07-26
MONTO,426,CN,SNGI,PE,CLLO,2023-07-01,2023-07-25
MONTO,426,HK,HGKG,CN,SNGI,2023-06-23,2023-06-25
MONTO,19,KR,BSAN,PE,CLLO,2023-06-18,2023-07-25
MONTO,19,PE,CLLO,KR,BSAN,2023-07-26,2023-09-08
MONVER,409,CN,SNGI,PE,CLLO,2023-03-02,2023-03-28
MONVER,450,HK,HGKG,MX,MANO1,2023-12-09,2024-01-03
MONVER,450,MX,MANO1,PE,CLLO,2024-01-03,2024-01-09
MONVER,19,MX,MANO1,PE,CLLO,2023-03-20,2023-03-28
MONVER,19,KR,BSAN,PE,CLLO,2023-02-09,2023-03-28
MONVER,19,PE,CLLO,KR,BSAN,2023-03-29,2023-05-14
MONVER,351,CN,NNGO,CN,SNGI,2022-12-20,2022-12-22
MONVER,351,CN,SNGI,PE,CLLO,2022-12-22,2023-01-17
MONVER,351,MX,MANO1,PE,CLLO,2023-01-09,2023-01-16
MONVER,18,CL,VARO,KR,BSAN,2023-01-26,2023-03-04
MONVER,18,CN,QGDO,PE,CLLO,2023-01-07,2023-01-17
MONVER,18,PE,CLLO,CL,VARO,2023-01-18,2023-01-25
MOOAL,419,HK,HGKG,PE,CLLO,2023-05-05,2023-06-06
MOOAL,18,KR,BSAN,PE,CLLO,2023-04-21,2023-06-07
MOOAL,18,PE,CLLO,KR,BSAN,2023-06-08,2023-07-22
MOOAL,419,CN,SNZN,PE,CLLO,2023-05-05,2023-06-06
MOPR,702,HK,HGKG,PE,CLLO,2022-08-09,2022-09-11
MOPR,702,KR,BSAN,PE,CLLO,2022-08-16,2022-09-11
MOPR,702,TW,KLUG,KR,BSAN,2022-08-06,2022-08-16
MOPR,802,CN,NNGO,KR,BSAN,2022-10-31,2022-11-01
MOPR,802,CN,QGDO,TW,KLUG,2022-10-16,2022-10-22
MOPR,802,KR,BSAN,PE,CLLO,2022-11-01,2022-11-27
MOPR,802,TW,KLUG,CN,NNGO,2022-10-22,2022-10-31
MOPRE,606,CN,QGDO,KR,BSAN,2022-06-21,2022-06-30
MOPRE,606,KR,BSAN,PE,CLLO,2022-06-30,2022-07-24
MOPRE,706,CN,XAMN,KR,BSAN,2022-09-08,2022-09-13
MOPRE,706,KR,BSAN,PE,CLLO,2022-09-13,2022-10-08
MOPRE,706,HK,HGKG,MX,MANO1,2022-09-06,2022-10-02
MOPRE,706,MX,MANO1,PE,CLLO,2022-10-02,2022-10-08
MOPRE,706,TW,KLUG,PE,CLLO,2022-09-04,2022-10-08
MOPRE,706,TW,KLUG,PE,CLLO,2022-09-03,2022-10-08
MOPRE,706,CL,VARO,PE,CLLO,2022-10-15,2022-10-22
MOPRE,806,HK,HGKG,PE,CLLO,2022-11-21,2022-12-24
MOPRE,806,TW,KLUG,HK,HGKG,2022-11-19,2022-11-20
MOPRE,706,CN,SNGI,KR,BSAN,2022-09-10,2022-09-12
MOPRE,706,HK,HGKG,CN,SNGI,2022-09-05,2022-09-09
MOPRE,706,KR,BSAN,MX,MANO1,2022-09-13,2022-09-30
MOPRE,706,TW,KLUG,HK,HGKG,2022-09-03,2022-09-05
MSAGO,965,CN,CIWN,PE,CLLO,2022-11-27,2022-12-30
MSCA,78,PE,CLLO,US,NYOK,2024-04-10,2024-04-24
MSCA,78,US,NYOK,PE,CLLO,2024-03-26,2024-04-09
MSCCA,923,CN,NNGO,PE,CLLO,2022-07-08,2022-08-05
MSCCA,924,CL,SNTO,PE,CLLO,2022-08-19,2022-08-22
MSCCA,924,PE,CLLO,MX,MANO1,2022-08-23,2022-08-30
MSCIA,425,CN,HNGU,PE,CLLO,2023-06-13,2023-07-22
MSCIA,48,KR,BSAN,PE,CLLO,2023-09-28,2023-10-30
MSCIA,48,PE,CLLO,KR,BSAN,2023-10-31,2023-12-04
MSCJOA,339,CN,NNGO,PE,CLLO,2022-09-29,2022-10-29
MSCJOA,948,KR,BSAN,PE,CLLO,2022-10-24,2022-11-15
MSCJOA,948,PE,CLLO,KR,BSAN,2022-11-16,2023-01-06
MSCLI,0,BR,NGAS,PE,CLLO,2022-10-16,2022-11-18
MSCME,925,CN,SNGI,PE,CLLO,2022-07-16,2022-08-12
MSCME,340,CN,NNGO,PE,CLLO,2022-10-04,2022-11-03
MSCME,926,CL,SNTO,PE,CLLO,2022-08-20,2022-08-29
MSCME,926,PE,CLLO,MX,MANO1,2022-08-30,2022-09-07
MSCPIL,449,ES,BELA,PE,CLLO,2023-11-20,2023-12-20
MSCPIL,449,PE,CLLO,ES,BELA,2023-12-21,2024-01-23
MSCSH,340,BR,NGAS,PE,CLLO,2022-10-16,2022-11-18
MSCV,442,DE,HBUG,PE,CLLO,2023-10-21,2023-11-12
MSCV,514,CA,MTRL,PE,CLLO,2024-03-31,2024-04-18
MSCV,514,PE,CLLO,CA,MTRL,2024-04-19,2024-05-09
MSEV,1413,ES,VENA2,PE,CLLO,2023-08-02,2023-09-13
MSFE,9068,PE,CLLO,US,NYOK,2024-03-06,2024-03-20
MSFE,9068,US,NYOK,PE,CLLO,2024-02-20,2024-03-05
MSLES,928,CL,SNTO,PE,CLLO,2022-09-02,2022-09-05
MSLES,928,PE,CLLO,MX,MANO1,2022-09-06,2022-09-14
MSMA,434,HK,HGKG,PE,CLLO,2023-08-21,2023-09-22
MSMA,338,CN,NNGO,PE,CLLO,2022-09-21,2022-10-21
MSMA,922,CL,SNTO,PE,CLLO,2022-08-12,2022-08-15
MSMA,922,PE,CLLO,MX,MANO1,2022-08-16,2022-08-24
MSOS,1402,GT,GALY,PE,CLLO,2023-06-09,2023-06-21
MSOS,1402,PE,CLLO,GT,GALY,2023-06-22,2023-07-04
MSPA,342,CN,NNGO,PE,CLLO,2022-10-18,2022-11-18
MSPA,930,CL,SNTO,PE,CLLO,2022-09-09,2022-09-12
MSPA,930,PE,CLLO,MX,MANO1,2022-09-13,2022-09-21
MSRIA,443,CN,JNGN1,PE,CLLO,2023-10-15,2023-11-23
MSRIA,84,HK,HGKG,PE,CLLO,2024-01-26,2024-03-04
MSRIA,84,PE,CLLO,HK,HGKG,2024-03-05,2024-04-05
MSRO,84,PE,CLLO,US,NYOK,2024-05-02,2024-05-12
MSRO,84,US,NYOK,PE,CLLO,2024-04-21,2024-05-02
MSRO,84,PE,CLLO,US,NYOK,2024-05-02,2024-05-16
MSRO,84,US,NYOK,PE,CLLO,2024-04-17,2024-05-01
MSRO,509,PE,CLLO,US,NYOK,2024-03-12,2024-03-26
MSRO,509,US,NYOK,PE,CLLO,2024-02-26,2024-03-11
NLEO,1008,CN,SNGI,PE,CLLO,2023-05-16,2023-06-14
NLEO,1108,US,LELA,PE,CLLO,2023-08-07,2023-09-09
NLEO,1208,CN,XANN,PE,CLLO,2023-09-26,2023-11-12
NLEO,128,MX,MANO1,PE,CLLO,2023-11-14,2023-11-24
NLEO,128,PE,CLLO,MX,MANO1,2023-11-26,2023-12-06
NLEO,1308,CN,JNGN1,TW,KLUG,2023-12-17,2023-12-24
NLEO,1308,HK,HGKG,KR,BSAN,2023-12-27,2024-01-02
NLEO,1308,KR,BSAN,PE,CLLO,2024-01-02,2024-01-28
NLEO,1308,TW,KLUG,HK,HGKG,2023-12-24,2023-12-26
NLEO,1408,CN,NNGO,PE,CLLO,2024-03-17,2024-04-13
NLEO,908,CN,QGDO,KR,BSAN,2023-02-20,2023-03-02
NLEO,908,KR,BSAN,PE,CLLO,2023-03-02,2023-03-26
NLEO,908,PE,CLLO,US,LELA,2023-04-09,2023-04-23
NLEO,908,US,LELA,PE,CLLO,2023-03-25,2023-04-08
NLEO,1008,CN,SNZN,CN,XAMN,2023-05-09,2023-05-10
NLEO,1008,CN,XAMN,KR,BSAN,2023-05-11,2023-05-15
NLEO,1008,HK,HGKG,CN,SNZN,2023-05-08,2023-05-09
NLEO,1008,KR,BSAN,PE,CLLO,2023-05-16,2023-06-14
NLEO,1008,TW,KLUG,HK,HGKG,2023-05-06,2023-05-08
NLEO,1008,NI,MAGA,PE,CLLO,2023-06-18,2023-06-25
NLEO,1008,PE,CLLO,NI,MAGA,2023-06-26,2023-07-15
NLEO,1108,CN,SNZN,KR,BSAN,2023-07-25,2023-07-30
NLEO,1108,HK,HGKG,CN,SNZN,2023-07-24,2023-07-25
NLEO,1108,KR,BSAN,PE,CLLO,2023-07-31,2023-09-09
NLEO,1108,TW,KLUG,HK,HGKG,2023-07-22,2023-07-23
NLEO,1208,CN,SNGI,KR,BSAN,2023-10-15,2023-10-17
NLEO,1208,CN,SNZN,CN,SNGI,2023-10-10,2023-10-14
NLEO,1208,CN,XGAG,TW,KLUG,2023-09-24,2023-10-06
NLEO,1208,HK,HGKG,CN,SNZN,2023-10-09,2023-10-10
NLEO,1208,KR,BSAN,PE,CLLO,2023-10-18,2023-11-12
NLEO,1208,TW,KLUG,HK,HGKG,2023-10-07,2023-10-08
NLEO,208,CN,NNGO,PE,CLLO,2023-10-15,2023-11-12
NLEO,208,HK,HGKG,CN,NNGO,2023-10-11,2023-10-14
NLEO,908,TW,KLUG,PE,CLLO,2023-02-19,2023-03-26
NLEO,1408,CN,SNGI,KR,BSAN,2024-03-17,2024-03-20
NLEO,1408,KR,BSAN,PE,CLLO,2024-03-20,2024-04-14
NLEO,1408,TW,KLUG,CN,SNGI,2024-03-09,2024-03-16
NLEO,1508,SG,SAPE,TW,KLUG,2024-05-18,2024-05-24
NLEO,1508,TW,KLUG,PE,CLLO,2024-05-25,2024-06-29
NOLYA,255,BR,SNTS,PE,CLLO,2022-08-04,2022-08-16
NOLYA,256,BR,SNTS,PE,CLLO,2022-09-25,2022-10-10
NOLYA,258,BR,SNTS,PE,CLLO,2022-12-29,2023-01-15
NOLYA,256,BR,SNTS,PE,CLLO,2022-09-22,2022-10-08
NOLYA,257,BR,SNTS,PE,CLLO,2022-11-09,2022-11-25
NOLYA,259,BR,SNTS,PE,CLLO,2023-02-16,2023-03-05
NOLYA,259,AR,BSAS,PE,CLLO,2023-01-26,2023-03-05
NOLYA,259,PE,CLLO,AR,BSAS,2023-03-06,2023-04-13
NOLYA,260,BR,SNTS,PE,CLLO,2023-04-05,2023-04-22
NOLYA,261,BR,SNTS,PE,CLLO,2023-05-26,2023-06-11
NOLYA,262,BR,SNTS,PE,CLLO,2023-07-12,2023-07-30
NOLYA,263,AR,BSAS,PE,CLLO,2023-08-20,2023-09-17
NOLYA,263,PE,CLLO,AR,BSAS,2023-09-18,2023-10-16
NOLYA,264,BR,SNTS,PE,CLLO,2023-10-19,2023-11-05
NOLYA,262,CL,AICA,PE,CLLO,2023-07-29,2023-07-30
NOLYA,262,PE,CLLO,CL,AICA,2023-07-31,2023-07-07
NORD,1470,US,PERS,PE,CLLO,2023-06-06,2023-06-17
NORV,420,ES,BELA,PE,CLLO,2023-05-15,2023-06-11
NYAPH,3,CN,XAMN,PE,CLLO,2023-03-31,2023-05-07
NYAPH,703,CN,QGDO,HK,HGKG,2022-08-15,2022-09-18
NYAPH,703,HK,HGKG,KR,BSAN,2022-08-18,2022-08-26
NYAPH,703,KR,BSAN,MX,MANO1,2022-08-26,2022-09-11
NYAPH,703,MX,MANO1,PE,CLLO,2022-09-11,2022-09-18
NYAPH,703,TW,KLUG,CN,QGDO,2022-08-13,2022-08-15
NYAPH,113,CN,JNGN1,PE,CLLO,2023-06-14,2023-07-23
NYAPH,703,CN,SNGI,PE,CLLO,2022-08-23,2022-09-18
NYAPH,703,HK,HGKG,PE,CLLO,2022-08-18,2022-09-18
NYAPH,703,TW,KLUG,HK,HGKG,2022-08-13,2022-08-18
NYAPH,803,CN,SNGI,PE,CLLO,2022-11-08,2022-12-04
NYAPH,803,HK,HGKG,CN,SNGI,2022-10-31,2022-11-08
NYAPH,803,TW,KLUG,HK,HGKG,2022-10-29,2022-10-30
NYAPH,903,CN,SNGI,PE,CLLO,2023-01-24,2023-02-19
NYAPH,903,CN,SNZN,CN,XAMN,2023-01-17,2023-01-18
NYAPH,903,CN,XAMN,KR,BSAN,2023-01-18,2023-01-24
NYAPH,903,HK,HGKG,CN,SNZN,2023-01-16,2023-01-17
NYAPH,903,KR,BSAN,CN,SNGI,2023-01-24,2023-01-24
NYAPH,903,PE,CLLO,CL,VARO,2023-02-20,2023-02-24
NYAPH,903,TW,KLUG,HK,HGKG,2023-01-14,2023-01-15
NYAPH,1003,CN,SNGI,KR,BSAN,2023-04-10,2023-04-10
NYAPH,1003,CN,SNZN,CN,SNGI,2023-04-04,2023-04-10
NYAPH,1003,CN,XAMN,TW,KLUG,2023-03-30,2023-03-31
NYAPH,1003,HK,HGKG,CN,SNZN,2023-04-03,2023-04-04
NYAPH,1003,KR,BSAN,PE,CLLO,2023-04-11,2023-05-07
NYAPH,1003,TW,KLUG,HK,HGKG,2023-04-01,2023-04-02
NYAPH,1103,CN,SNZN,KR,BSAN,2023-06-26,2023-06-27
NYAPH,1103,CN,XAMN,CN,SNZN,2023-06-22,2023-06-25
NYAPH,1103,HK,HGKG,CN,XAMN,2023-06-19,2023-06-20
NYAPH,1103,KR,BSAN,PE,CLLO,2023-06-27,2023-07-23
NYAPH,1103,TW,KLUG,HK,HGKG,2023-06-17,2023-06-19
NYAPH,1103,MX,MANO1,PE,CLLO,2023-07-31,2023-08-05
NYAPH,1103,PE,CLLO,MX,MANO1,2023-08-08,2023-08-13
NYAPH,1203,TW,KLUG,PE,CLLO,2023-09-03,2023-10-08
NYAPH,1103,CN,SNGI,PE,CLLO,2023-06-26,2023-07-23
NYAPH,1103,CN,QGDO,CN,SNGI,2023-06-19,2023-06-25
NYAPH,703,PE,CLLO,US,LELA,2022-09-30,2022-10-15
NYAPH,703,US,LELA,PE,CLLO,2022-09-14,2022-09-29
NYKAQ,608,CN,SNGI,KR,BSAN,2022-07-10,2022-07-13
NYKAQ,608,CN,XAMN,CN,SNGI,2022-07-07,2022-07-10
NYKAQ,608,KR,BSAN,PE,CLLO,2022-07-13,2022-08-07
NYKAQ,708,CN,SNGI,KR,BSAN,2022-09-27,2022-09-30
NYKAQ,708,CN,QGDO,CN,SNGI,2022-09-19,2022-09-27
NYKAQ,708,KR,BSAN,MX,MANO1,2022-09-30,2022-10-16
NYKAQ,708,MX,MANO1,PE,CLLO,2022-10-16,2022-10-23
NYKAQ,608,MX,MANO1,PE,CLLO,2022-07-31,2022-08-07
NYKAQ,708,HK,HGKG,PE,CLLO,2022-09-23,2022-10-23
NYKAQ,708,TW,KLUG,HK,HGKG,2022-09-19,2022-09-23
NYKAQ,808,CN,SNZN,KR,BSAN,2022-12-06,2022-12-12
NYKAQ,808,HK,HGKG,CN,SNZN,2022-12-05,2022-12-06
NYKAQ,808,KR,BSAN,PE,CLLO,2022-12-13,2023-01-13
NYKAQ,808,TW,KLUG,HK,HGKG,2022-12-03,2022-12-04
NYKAQ,908,TW,KLUG,PE,CLLO,2023-02-18,2023-03-25
NYKAQ,908,HK,HGKG,PE,CLLO,2023-02-18,2023-03-26
NYKAQ,708,CN,SNGI,KR,BSAN,2022-09-24,2022-09-26
NYKAQ,708,HK,HGKG,CN,SNGI,2022-09-19,2022-09-23
NYKAQ,708,KR,BSAN,MX,MANO1,2022-09-27,2022-10-14
NYKAQ,708,TW,KLUG,HK,HGKG,2022-09-17,2022-09-19
NYKAQ,808,PE,CLLO,US,LELA,2023-01-23,2023-02-07
NYKAQ,808,US,LELA,PE,CLLO,2023-01-04,2023-01-22
NYKD,38,US,TASN,PE,CLLO,2023-08-05,2023-08-28
NYKL,1203,CN,NNGO,CN,SNGI,2023-09-10,2023-09-14
NYKL,1203,CN,SNGI,PE,CLLO,2023-09-15,2023-10-20
NYKL,1404,CN,DANY,CN,NNGO,2024-02-14,2024-02-19
NYKL,1404,CN,NNGO,PE,CLLO,2024-02-20,2024-03-17
NYKL,1404,HK,HGKG,CN,DANY,2024-02-13,2024-02-14
NYKL,1404,TW,KLUG,HK,HGKG,2024-02-11,2024-02-13
NYKL,1203,KR,BSAN,PE,CLLO,2023-09-17,2023-10-20
NYKL,1203,TW,KLUG,KR,BSAN,2023-09-03,2023-09-17
NYKL,1504,KR,BSAN,PE,CLLO,2024-05-07,2024-06-02
NYKL,1504,TW,KLUG,KR,BSAN,2024-04-27,2024-05-07
NYKLOD,1,HK,HGKG,PE,CLLO,2023-03-20,2023-04-23
NYKLOD,704,CN,SNGI,KR,BSAN,2022-08-28,2022-08-30
NYKLOD,704,KR,BSAN,MX,MANO1,2022-08-30,2022-09-18
NYKLOD,704,MX,MANO1,PE,CLLO,2022-09-18,2022-09-24
NYKLOD,704,CL,VARO,PE,CLLO,2022-10-01,2022-10-08
NYKLOD,1001,HK,HGKG,PE,CLLO,2023-03-20,2023-04-28
NYKLOD,1101,CN,SNGI,CN,XAMN,2023-06-10,2023-06-13
NYKLOD,1101,CN,XAMN,PE,CLLO,2023-06-14,2023-07-11
NYKLOD,1201,CN,DLIN,HK,HGKG,2023-08-24,2023-08-25
NYKLOD,1201,CN,SNGI,KR,BSAN,2023-08-30,2023-09-03
NYKLOD,1201,CN,SNZN,CN,DLIN,2023-08-22,2023-08-23
NYKLOD,1201,HK,HGKG,CN,SNGI,2023-08-26,2023-08-27
NYKLOD,1201,KR,BSAN,PE,CLLO,2023-09-03,2023-10-07
NYKLOD,1201,TW,KLUG,CN,SNZN,2023-08-20,2023-08-22
NYKLOD,1401,HK,HGKG,PE,CLLO,2024-01-22,2024-02-25
NYKLOD,1401,TW,KLUG,HK,HGKG,2024-01-21,2024-01-22
NYKLOD,1501,CN,SNZN,TW,KLUG,2024-04-03,2024-04-07
NYKLOD,1501,KR,BSAN,PE,CLLO,2024-04-16,2024-05-13
NYKLOD,1501,TW,KLUG,KR,BSAN,2024-04-07,2024-04-16
NYKLOD,704,CN,FZHU,HK,HGKG,2022-08-17,2022-08-20
NYKLOD,704,HK,HGKG,PE,CLLO,2022-08-20,2022-09-24
NYKLOD,804,PE,CLLO,US,LELA,2022-12-21,2023-01-04
NYKLOD,804,US,LELA,PE,CLLO,2022-12-06,2022-12-20
NYKLOD,1,PE,CLLO,US,LELA,2023-05-14,2023-05-29
NYKLOD,1,US,LELA,PE,CLLO,2023-04-27,2023-05-13
NYKLOD,804,CN,SNGI,KR,BSAN,2022-11-13,2022-11-15
NYKLOD,804,CN,SNZN,CN,SNGI,2022-11-08,2022-11-13
NYKLOD,804,HK,HGKG,CN,SNZN,2022-11-07,2022-11-08
NYKLOD,804,KR,BSAN,PE,CLLO,2022-11-15,2022-12-11
NYKLOD,804,TW,KLUG,HK,HGKG,2022-11-05,2022-11-06
NYKLOD,1101,CN,SNZN,KR,BSAN,2023-06-14,2023-06-15
NYKLOD,1101,HK,HGKG,CN,SNZN,2023-06-09,2023-06-10
NYKLOD,1101,KR,BSAN,MX,MANO1,2023-06-15,2023-07-02
NYKLOD,1101,MX,MANO1,PE,CLLO,2023-07-02,2023-07-11
NYKLOD,1101,TW,KLUG,HK,HGKG,2023-06-07,2023-06-09
NYKLOD,1301,CN,JNGN1,KR,BSAN,2023-11-11,2023-12-14
NYKLOD,1301,CN,SNZN,CN,JNGN1,2023-11-08,2023-11-10
NYKLOD,1301,HK,HGKG,CN,SNZN,2023-11-07,2023-11-08
NYKLOD,1301,KR,BSAN,PE,CLLO,2023-11-15,2023-12-09
NYKLOD,1301,TW,KLUG,HK,HGKG,2023-11-05,2023-11-06
NYKLOD,1501,MX,MANO1,PE,CLLO,2024-05-19,2024-05-24
NYKLOD,1501,PE,CLLO,MX,MANO1,2024-05-26,2024-06-03
NYKLOD,704,CN,SNGI,KR,BSAN,2022-08-27,2022-08-29
NYKLOD,704,HK,HGKG,CN,SNGI,2022-08-22,2022-08-26
NYKLOD,704,KR,BSAN,MX,MANO1,2022-08-30,2022-09-16
NYKLOD,704,TW,KLUG,HK,HGKG,2022-08-20,2022-08-22
NYKLOD,704,PE,CLLO,US,LELA,2022-10-08,2022-10-21
NYKLOD,704,US,LELA,PE,CLLO,2022-09-24,2022-10-07
NYKLOD,1101,MX,MANO1,PE,CLLO,2023-07-23,2023-07-24
NYKLOD,1101,PE,CLLO,MX,MANO1,2023-07-25,2023-08-04
NYKLYR,705,HK,HGKG,KR,BSAN,2022-08-31,2022-09-06
NYKLYR,705,KR,BSAN,MX,MANO1,2022-09-06,2022-09-25
NYKLYR,705,MX,MANO1,PE,CLLO,2022-09-25,2022-10-01
NYKLYR,705,CN,SNGI,PE,CLLO,2022-09-04,2022-10-02
NYKLYR,805,CL,VARO,PE,CLLO,2022-12-18,2022-12-22
NYKLYR,805,PE,CLLO,CL,VARO,2022-12-23,2022-12-27
NYKLYR,1006,CN,SNGI,PE,CLLO,2023-05-02,2023-05-27
NYKLYR,1106,CN,JNGN1,CN,SNGI,2023-07-06,2023-07-15
NYKLYR,1106,CN,SNGI,PE,CLLO,2023-07-16,2023-08-13
NYKLYR,1206,CN,NNGO,CN,TXG,2023-10-05,2023-10-06
NYKLYR,1206,CN,SNGI,CN,SNZN,2023-09-24,2023-09-25
NYKLYR,1206,CN,SNZN,CN,NNGO,2023-09-26,2023-09-28
NYKLYR,1206,CN,TXG,PE,CLLO,2023-10-07,2023-11-03
NYKLYR,1206,CN,SNGI,KR,BSAN,2023-10-04,2023-10-07
NYKLYR,1206,CN,QGDO,CN,SNGI,2023-09-26,2023-10-04
NYKLYR,1206,KR,BSAN,MX,MANO1,2023-10-07,2023-10-27
NYKLYR,1206,MX,MANO1,PE,CLLO,2023-10-27,2023-11-03
NYKLYR,1206,TW,KLUG,CN,QGDO,2023-09-24,2023-09-26
NYKLYR,1306,CN,XGAG,KR,BSAN,2023-12-09,2023-12-12
NYKLYR,1306,KR,BSAN,TW,KLUG,2023-12-12,2023-12-13
NYKLYR,1306,TW,KLUG,PE,CLLO,2023-12-13,2024-01-27
NYKLYR,1306,CN,XANN,MX,MANO1,2023-12-09,2024-01-11
NYKLYR,1306,MX,MANO1,PE,CLLO,2024-01-11,2024-01-27
NYKLYR,1411,CN,HNGU,HK,HGKG,2024-04-02,2024-04-03
NYKLYR,1411,CN,QGDO,CN,HNGU,2024-04-01,2024-04-02
NYKLYR,1411,HK,HGKG,KR,BSAN,2024-04-03,2024-04-09
NYKLYR,1411,KR,BSAN,PE,CLLO,2024-04-09,2024-05-05
NYKLYR,1411,TW,KLUG,CN,QGDO,2024-03-31,2024-04-01
NYKLYR,705,TW,KLUG,PE,CLLO,2022-08-28,2022-10-01
NYKLYR,805,CN,SNZN,TW,KLUG,2022-11-09,2022-11-11
NYKLYR,805,HK,HGKG,KR,BSAN,2022-11-14,2022-11-21
NYKLYR,805,KR,BSAN,PE,CLLO,2022-11-22,2022-12-17
NYKLYR,805,TW,KLUG,HK,HGKG,2022-11-12,2022-11-13
NYKLYR,1106,CN,SNZN,KR,BSAN,2023-07-11,2023-07-16
NYKLYR,1106,HK,HGKG,CN,SNZN,2023-07-10,2023-07-11
NYKLYR,1106,KR,BSAN,PE,CLLO,2023-07-17,2023-08-13
NYKLYR,1106,TW,KLUG,HK,HGKG,2023-07-08,2023-07-09
NYKLYR,705,CL,VARO,PE,CLLO,2022-10-08,2022-10-15
NYKLYR,905,PE,CLLO,CL,VARO,2023-03-07,2023-03-13
NYKLYR,905,TW,KLUG,PE,CLLO,2023-01-28,2023-03-05
NYKLYR,1006,CN,NNGO,PE,CLLO,2023-05-03,2023-05-29
NYKLYR,1006,CN,SNZN,KR,BSAN,2023-04-25,2023-04-30
NYKLYR,1006,HK,HGKG,CN,SNZN,2023-04-24,2023-04-25
NYKLYR,1006,KR,BSAN,CN,NNGO,2023-05-01,2023-05-02
NYKLYR,1006,TW,KLUG,HK,HGKG,2023-04-22,2023-04-23
NYKLYR,126,MX,MANO1,PE,CLLO,2023-11-07,2023-11-17
NYKLYR,126,PE,CLLO,MX,MANO1,2023-11-18,2023-11-28
NYKLYR,144,CN,NNGO,PE,CLLO,2024-02-18,2024-03-17
NYKLYR,905,HK,HGKG,KR,BSAN,2023-02-01,2023-02-10
NYKLYR,905,KR,BSAN,PE,CLLO,2023-02-12,2023-03-05
NYKLYR,905,PE,CLLO,US,LELA,2023-03-25,2023-04-01
NYKLYR,905,US,LELA,PE,CLLO,2023-03-03,2023-03-24
NYKLYR,705,CN,SNGI,KR,BSAN,2022-09-03,2022-09-05
NYKLYR,705,HK,HGKG,CN,SNGI,2022-08-29,2022-09-02
NYKLYR,705,KR,BSAN,MX,MANO1,2022-09-06,2022-09-23
NYKLYR,705,MX,MANO1,PE,CLLO,2022-09-25,2022-10-02
NYKLYR,705,TW,KLUG,HK,HGKG,2022-08-27,2022-08-29
NYKLYR,705,MX,MANO1,PE,CLLO,2022-09-18,2022-10-14
NYKLYR,705,PE,CLLO,MX,MANO1,2022-10-15,2022-11-16
NYKLYR,705,PE,CLLO,US,LELA,2022-10-16,2022-10-31
NYKLYR,705,US,LELA,PE,CLLO,2022-09-29,2022-10-15
NYLYN,701,TW,KLUG,PE,CLLO,2022-07-30,2022-09-04
NYLYN,904,HK,HGKG,PE,CLLO,2023-01-27,2023-02-26
NYLYN,904,TW,KLUG,HK,HGKG,2023-01-21,2023-01-26
NYLYN,1304,HK,HGKG,KR,BSAN,2023-11-29,2023-12-08
NYLYN,1304,KR,BSAN,PE,CLLO,2023-12-08,2023-12-31
NYLYN,1304,TW,KLUG,HK,HGKG,2023-11-26,2023-11-28
NYLYN,1404,TW,KLUG,PE,CLLO,2024-02-11,2024-03-17
NYLYN,1409,CN,NNGO,PE,CLLO,2024-03-24,2024-04-21
NYLYN,1409,CN,XAMN,CN,NNGO,2024-03-21,2024-03-23
NYLYN,14090,CN,SNGI,PE,CLLO,2024-03-23,2024-04-21
NYLYN,14090,TW,KLUG,CN,SNGI,2024-03-18,2024-03-23
NYLYN,801,CN,SNGI,PE,CLLO,2022-10-16,2022-11-19
NYLYN,801,TW,KLUG,CN,SNGI,2022-10-15,2022-10-16
NYLYN,801,CN,NNGO,PE,CLLO,2022-10-26,2022-11-20
NYLYN,801,KR,BSAN,CN,NNGO,2022-10-25,2022-10-26
NYLYN,1004,CN,SNZN,KR,BSAN,2023-04-13,2023-04-17
NYLYN,1004,HK,HGKG,CN,SNZN,2023-04-12,2023-04-12
NYLYN,1004,KR,BSAN,PE,CLLO,2023-04-18,2023-05-14
NYLYN,1004,TW,KLUG,HK,HGKG,2023-04-10,2023-04-11
NYLYN,1104,CN,SNGI,PE,CLLO,2023-07-03,2023-07-30
NYLYN,1104,CN,SNZN,KR,BSAN,2023-06-29,2023-06-30
NYLYN,1104,HK,HGKG,CN,SNZN,2023-06-26,2023-06-27
NYLYN,1104,KR,BSAN,CN,SNGI,2023-06-30,2023-07-02
NYLYN,1104,TW,KLUG,HK,HGKG,2023-06-24,2023-06-26
NYLYN,1204,CN,SNGI,PE,CLLO,2023-09-15,2023-10-28
NYLYN,1204,CN,SNZN,CN,SNGI,2023-09-12,2023-09-14
NYLYN,1204,TW,KLUG,CN,SNZN,2023-09-10,2023-09-12
NYLYN,904,MX,MANO1,PE,CLLO,2023-03-04,2023-03-11
NYLYN,904,PE,CLLO,MX,MANO1,2023-03-15,2023-03-23
NYLYN,4,PE,CLLO,US,LELA,2023-05-29,2023-06-10
NYLYN,4,US,LELA,PE,CLLO,2023-05-18,2023-05-27
